timestamp,x,y,cross_track_error
1776113301.372784,-19.46055030822754,7.454050064086914,0.05537329994406662
1776113301.3925705,-19.44914635378042,7.470219973768991,0.035719973828363276
1776113301.4127777,-19.437350803617143,7.48662645035984,0.01593548068785636
1776113301.4327724,-19.425532647270643,7.502755215157615,0.006008241517207066
1776113301.452773,-19.413568812283362,7.518782765652123,0.012454747811435235
1776113301.472737,-19.40148730846034,7.534676010987353,0.018723937039289994
1776113301.492746,-19.389241552084094,7.550499764102163,0.024842894137871684
1776113301.5128233,-19.37681848105138,7.566272194311851,0.030819210217092365
1776113301.5331922,-19.36407940263415,7.582165651357121,0.036716525387931
1776113301.5538073,-19.351050057337797,7.59814082446781,0.04251698965921362
1776113301.5730877,-19.338742315513613,7.612982047585651,0.04779073104169049
1776113301.592727,-19.32608727796649,7.628000313560901,0.05301395691649338
1776113301.6127837,-19.31304223224858,7.64323535328845,0.05819526114636793
1776113301.6327727,-19.299922536481223,7.658315893610482,0.063206936711932
1776113301.6529608,-19.28655397811936,7.673443309429682,0.06811645968890465
1776113301.672592,-19.273442865507086,7.688054226553083,0.0727457637465557
1776113301.6925936,-19.259973792057657,7.702840984148552,0.07731752666306427
1776113301.712793,-19.246260674505407,7.717672364355366,0.08178800562487265
1776113301.7329311,-19.232480908884156,7.732357606144786,0.08610027740869813
1776113301.7526293,-19.21889972141155,7.746625282606611,0.09018059911819078
1776113301.7728233,-19.204873814692224,7.761153601070562,0.09422421580659832
1776113301.792564,-19.19106448284603,7.775260032356864,0.09804250119247962
1776113301.8129406,-19.176710468039754,7.789722735438696,0.10184637470221729
1776113301.8327975,-19.16262733205048,7.803721360136889,0.1054208527409899
1776113301.8528512,-19.148311647922093,7.81776408239699,0.10890011818803931
1776113301.8730338,-19.133811136297936,7.831802638919046,0.11227137536988824
1776113301.8934176,-19.119074503919453,7.845885295465474,0.1155454006432337
1776113301.9127884,-19.104986514401794,7.859180222244068,0.1185368985539816
1776113301.93285,-19.090312206632355,7.872860005941854,0.12151399765005376
1776113301.953266,-19.075293246639575,7.88668908579172,0.12441919835875899
1776113301.972793,-19.06084937069088,7.899830044709942,0.12708238537526417
1776113301.9925697,-19.04614443215519,7.913054148666418,0.12966642322554764
1776113302.0125725,-19.03119472038805,7.926343945979297,0.13216613846887965
1776113302.0334964,-19.015476317823172,7.940154745459915,0.13466052902739867
1776113302.0529473,-19.000792548991047,7.952911063637367,0.1368708317474894
1776113302.074132,-18.984723175940747,7.966715585003496,0.13916147036702986
1776113302.09305,-18.970307325173813,7.978965712199211,0.14110597851583986
1776113302.1128237,-18.955174231688066,7.991693560327198,0.1430385832100647
1776113302.1329935,-18.9396716591923,8.004596566037344,0.14490656682819728
