timestamp,x,y,cross_track_error
1776113099.1319754,10.353706750138793,-1.0405168701019072,0.0208846521502271
1776113099.153256,10.33246103504393,-1.0393002001814913,0.01917194375910829
1776113099.1732066,10.312540969942146,-1.0381963567212453,0.017603002624323457
1776113099.1930912,10.292684935031717,-1.0371312040748386,0.01607423770059158
1776113099.212174,10.273627832471355,-1.0361415434456955,0.014639609904966244
1776113099.2321532,10.253673518935251,-1.0351391608290776,0.013171301761738464
1776113099.2519293,10.233921134076963,-1.0341806704325216,0.011751591583336569
1776113099.2719905,10.21388160815386,-1.0332421593463816,0.010345146691433306
1776113099.2921002,10.193792419486645,-1.032335204590382,0.008969089229170184
1776113099.3122253,10.173686265274508,-1.031461042073627,0.007625418683629347
1776113099.3322775,10.153651593854216,-1.0306229728054903,0.006319501610487575
1776113099.3522456,10.133699687148043,-1.029820683136878,0.005051288029495131
1776113099.3718946,10.114065064822647,-1.0290622443767232,0.0038343262059209174
1776113099.3918424,10.094131225874367,-1.0283234002756407,0.002629962997293338
1776113099.4122756,10.073710659249079,-1.027598647933776,0.0014283161238997936
1776113099.432194,10.053803919521624,-1.0269230283087918,0.0002877932615692579
1776113099.4523637,10.033644776588364,-1.0262695100558024,0.0008365312399890878
1776113099.4725637,10.01345440502826,-1.0256454989371024,0.001932086266114677
1776113099.4919665,9.99406006911156,-1.0250744621651007,0.0029560833649838842
1776113099.5124114,9.97362320603737,-1.0245023951683236,0.004005467309496692
1776113099.532188,9.953853351388206,-1.0239775746176238,0.004992034168882566
1776113099.552066,9.933981721898375,-1.0234779672911594,0.005955772485032734
1776113099.5719697,9.914083675817144,-1.0230053431654083,0.006893152145240163
1776113099.5917788,9.894279630863744,-1.022562028996385,0.007799033670143392
1776113099.6122336,9.873829265872534,-1.0221321829041117,0.008706550980428497
1776113099.6320055,9.854061278374543,-1.0217432654208465,0.009557208245586363
1776113099.6519392,9.834130940559803,-1.0213772101095244,0.010388802622667
1776113099.672033,9.814039950488235,-1.0210342872251068,0.011201024258149898
1776113099.691978,9.794097531371815,-1.020719403839628,0.011981742936656254
1776113099.7120702,9.774007404571343,-1.0204274812351837,0.012742958044305601
1776113099.7320545,9.754024925160072,-1.0201619126322743,0.013475311342930781
1776113099.7522345,9.7338464084122,-1.019918427853905,0.014190166929258544
1776113099.7717648,9.714317268182558,-1.0197060282223591,0.014858774258319392
1776113099.791938,9.694144908115039,-1.0195102523801405,0.015525790090584926
1776113099.811986,9.674097736859638,-1.0193390880597917,0.016165276291878326
1776113099.8323638,9.65372018081764,-1.019188606338543,0.01679180442713783
1776113099.8520496,9.634035299183708,-1.0190653650424228,0.01737491639464576
1776113099.8722806,9.613804322609832,-1.018960970589218,0.01795194525789931
1776113099.8920584,9.594026712987585,-1.0188803648555995,0.018494599734939807
1776113099.9119735,9.574111700713857,-1.0188202531025565,0.019019976008407238
1776113099.931986,9.554099361888555,-1.018780760069856,0.019527013061587727
1776113099.9519405,9.534144928696584,-1.0187618858374523,0.020012084074372546
1776113099.972195,9.513890317643387,-1.0187632907426247,0.020483894638267018
1776113099.9919634,9.494121853075313,-1.0187842787981745,0.020924769398271335
1776113100.0119903,9.474094972898069,-1.0188249362890625,0.021352017540080287
1776113100.031897,9.454188303008426,-1.018884340915326,0.021757715151562367
1776113100.0524027,9.433682795516406,-1.018964956497106,0.022156198435525482
1776113100.0720148,9.414070953319946,-1.0190601546635971,0.02251922412140034
1776113100.0921307,9.393955434174554,-1.0191758191932776,0.022873556599449132
1776113100.1131372,9.372949316536156,-1.0193157084877853,0.02322447826818362
1776113100.1321762,9.353910940868644,-1.019459027432769,0.023525998225007488
1776113100.1524413,9.333646547674736,-1.019628492261222,0.0238300232825622
1776113100.1719878,9.31410086513888,-1.0198081568834156,0.02410705985894467
1776113100.1920726,9.294017012064671,-1.0200090101977508,0.024375486980697435
1776113100.211956,9.274134777817922,-1.020223736820233,0.0246253340947194
1776113100.2322013,9.253891061684662,-1.0204582725281413,0.024863822949637106
1776113100.2519999,9.23409357862367,-1.0207028374381082,0.02508185985122539
1776113100.272391,9.213704581488516,-1.0209700823477856,0.025291042680111186
1776113100.292232,9.193865289403323,-1.0212447784471395,0.025479933414786205
1776113100.3119695,9.174129898621128,-1.021532064400429,0.025653810252011914
1776113100.3320415,9.154060251197661,-1.0218382523588296,0.02581659959056606
1776113100.3521147,9.133989627735234,-1.022158299348604,0.025965556484220997
1776113100.3719897,9.114117321935153,-1.0224885176190857,0.026099711513277505
1776113100.3917587,9.094351315596228,-1.0228298320127385,0.026220289938969424
1776113100.4120657,9.074047508208526,-1.0231934828252616,0.026331102864081142
1776113100.431968,9.05414869902497,-1.0235624164606245,0.02642717230318723
1776113100.4532437,9.032876610534752,-1.0239702042806431,0.02651648253570522
1776113100.4721246,9.01399969366026,-1.0243433954412877,0.02658442080827988
1776113100.4920514,8.9940770260254,-1.0247485134165764,0.026644873197110137
1776113100.5120535,8.97407926758446,-1.0251665075616132,0.026694207301866984
1776113100.5320325,8.954104865048809,-1.0255950843466821,0.026732415983592325
1776113100.5519032,8.934238911979895,-1.0260320341901517,0.02675972015215481
1776113100.5722785,8.913868827442435,-1.026490870678151,0.02677692183832033
1776113100.5922482,8.893904425455533,-1.026950907065311,0.02678344585907712
1776113100.6120038,8.874154294754717,-1.0274158106543962,0.026780097916501582
1776113100.6319783,8.85418534748477,-1.0278955180984575,0.026767062442694705
1776113100.652012,8.834157757904135,-1.028386124803268,0.026744500762633298
1776113100.6720552,8.814121101444021,-1.028886206678677,0.026712678330776486
1776113100.6919653,8.794217427040307,-1.0293918807450175,0.026672158331266113
1776113100.7117546,8.774434334244566,-1.0299030470769424,0.026623330377894876
1776113100.7320073,8.754188610454793,-1.0304347486556062,0.026564781381915627
